priority_rank,grid_id,latitude,longitude,grid_lat,grid_lon,violation_count,unique_vehicles,impact_sum,impact_avg,peak_hour_share,junction_share,active_days,police_station,junction_name,top_vehicle_type,repeat_density,parking_violation_frequency_score,repeat_hotspot_density_score,junction_proximity_score,peak_hour_weight_score,vehicle_blockage_score,parking_violation_density_score,estimated_speed_drop_score,road_occupancy_score,road_importance_score,congestion_impact_score,score_formula,risk_band,recommended_action
50,"12.994,77.589",12.994063019659444,77.58916664396284,12.994,77.589,646,424,365.19275,0.565313854489164,0.08359133126934984,0.9907120743034056,39,High ground,BTP032 - Windsor Circle,SCOOTER,16.564102564102566,75.06490460436588,29.93096646942801,99.07120743034056,8.359133126934983,4.394160295697225,75.06490460436588,56.34021563796957,4.394160295697225,99.07120743034056,53.644713915917656,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
51,"12.991,77.589",12.99128386385542,77.58856313842034,12.991,77.589,747,341,412.828125,0.5526480923694779,0.1927710843373494,1.0,60,High ground,BTP032 - Windsor Circle,SCOOTER,12.45,76.94901793780396,22.01923076923077,100.0,19.27710843373494,4.13567535447914,76.94901793780396,60.96767556794605,4.13567535447914,100.0,53.62569324625069,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
52,"13.008,77.555",13.008209416555408,77.55479058477971,13.008,77.555,749,710,834.625,1.1143190921228305,0.31108144192256343,1.0,102,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",CAR,7.3431372549019605,76.98370102240912,12.198340874811462,100.0,31.108144192256344,15.598348818833275,76.98370102240912,72.52893042322195,15.598348818833275,100.0,53.51371492877547,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
53,"12.961,77.529",12.960659741812865,77.52899428011696,12.961,77.529,342,300,199.774875,0.5841370614035089,0.16666666666666666,0.9883040935672515,16,Byatarayanapura,BTP017 - Attiguppe Circle,SCOOTER,21.375,66.8220015478327,39.18269230769231,98.83040935672514,16.666666666666664,4.7783073755818135,66.8220015478327,52.588105852567466,4.7783073755818135,98.83040935672514,53.49353250378977,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
54,"12.979,77.578",12.979008455326461,77.5781148609393,12.979,77.578,873,634,1086.155625,1.2441645189003439,0.143184421534937,1.0,105,Upparpet,BTP058 - Subbanna Junction,CAR,8.314285714285715,78.97108168324493,14.065934065934066,100.0,14.318442153493699,18.24825548776212,78.97108168324493,69.4104562253608,18.24825548776212,100.0,53.361585953907074,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
55,"12.981,77.611",12.98101690051282,77.61075900820512,12.981,77.611,585,509,586.4903750000001,1.0025476495726497,0.4683760683760684,0.9658119658119658,80,Shivajinagar,BTP051 - Safina Plaza Junction,PASSENGER AUTO,7.3125,73.77866839778076,12.139423076923077,96.58119658119658,46.837606837606835,13.317298970870404,73.77866839778076,73.76427321979561,13.317298970870404,96.58119658119658,53.04899319637029,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
56,"13.008,77.548",13.00811491338798,77.54839779754099,13.008,77.548,366,211,223.476875,0.6105925546448088,0.8060109289617486,1.0,65,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,SCOOTER,5.630769230769231,67.7004527926978,8.905325443786984,100.0,80.60109289617486,5.318215400914465,67.7004527926978,71.64760581997314,5.318215400914465,100.0,52.8984433077348,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
57,"12.977,77.578",12.976932563431786,77.57798035260197,12.977,77.578,711,625,804.390625,1.1313510900140646,0.350210970464135,1.0,125,Upparpet,BTP044 - Sagar Theatre Junction,CAR,5.688,76.30834414492726,9.015384615384615,100.0,35.0210970464135,15.945940612531931,76.30834414492726,73.4693390063118,15.945940612531931,100.0,52.8738875777116,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
58,"12.978,77.577",12.977739673408239,77.57705885518102,12.978,77.577,801,634,812.18,1.0139575530586766,0.250936329588015,1.0,122,Upparpet,BTP040 - Elite Junction,CAR,6.565573770491803,77.85441094383675,10.703026481715007,100.0,25.0936329588015,13.550154144054623,77.85441094383675,70.14040614774632,13.550154144054623,100.0,52.68189970824907,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
59,"12.97,77.576",12.969908750137181,77.57573016455927,12.97,77.576,1591,1353,1222.161875,0.7681721401634193,0.3507228158390949,0.5606536769327467,135,City Market,BTP043 - Upparpet Junction,SCOOTER,11.785185185185185,86.76002778158151,20.74074074074074,56.06536769327467,35.07228158390949,8.534125309457536,86.76002778158151,78.25615606966537,8.534125309457536,56.06536769327467,52.659642141145696,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
60,"12.978,77.579",12.977991725558313,77.57920324540943,12.978,77.579,806,680,945.84,1.1734987593052109,0.13027295285359802,1.0,101,Upparpet,BTP058 - Subbanna Junction,CAR,7.98019801980198,77.93513716681265,13.423457730388424,100.0,13.027295285359802,16.80609712867777,77.93513716681265,67.5241533793379,16.80609712867777,100.0,52.51325854072592,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
61,"12.981,77.599",12.981222764084507,77.5985657306338,12.981,77.599,568,314,333.648125,0.5874086707746479,0.34507042253521125,1.0,61,Shivajinagar,BTP042 - Minsk Square Junction (CTO),SCOOTER,9.311475409836065,73.39628627787964,15.983606557377048,100.0,34.50704225352113,4.845074913768324,73.39628627787964,63.29375989460695,4.845074913768324,100.0,52.289627867225065,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
62,"12.979,77.564",12.979308720454547,77.5642885,12.979,77.564,44,42,24.83125,0.5643465909090909,0.0,1.0,1,Magadi Road,BTP074 - Leprosy Hospital Junction,SCOOTER,44.0,40.44085089685271,82.6923076923077,100.0,0.0,4.374420222634509,40.44085089685271,28.334268706054555,4.374420222634509,100.0,52.28685930408146,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
63,"12.974,77.547",12.97442710016059,77.54693791240194,12.974,77.547,426,348,272.45187500000003,0.6395583920187794,0.3615023474178404,1.0,37,Vijayanagara,BTP069 - MC Circle,SCOOTER,11.513513513513514,69.66724614237802,20.218295218295218,100.0,36.15023474178404,5.909354939158764,69.66724614237802,61.4713744445039,5.909354939158764,100.0,52.12743122961929,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
64,"12.94,77.696",12.939754216996175,77.69561074316535,12.94,77.696,969,937,1563.1515,1.6131594427244582,0.6119711042311662,0.0,40,HAL Old Airport,No Junction,CAR,24.225,80.32471929157344,44.66346153846154,0.0,61.19711042311662,25.77876413723384,80.32471929157344,90.99539222544355,25.77876413723384,0.0,51.99334055727981,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
65,"13.008,77.549",13.008120374351584,77.54861253198847,13.008,77.549,347,243,397.30875,1.1449819884726224,0.6829971181556196,1.0,83,Rajajinagar,BTP023 - Mahalaxmi Layout Entrance,SCOOTER,4.180722891566265,67.00997599304094,6.116774791473586,100.0,68.29971181556196,16.22412221372699,67.00997599304094,75.73485529661508,16.22412221372699,100.0,51.78556749801367,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
66,"12.964,77.579",12.964236736878217,77.57896132349914,12.964,77.579,583,544,705.87125,1.210756861063465,0.3481989708404803,1.0,111,City Market,BTP082 - KR Market Junction,CAR,5.252252252252252,73.73426217515396,8.177408177408177,100.0,34.81989708404803,17.56646655231561,73.73426217515396,71.91229405181642,17.56646655231561,100.0,51.77669327805,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
67,"12.998,77.553",12.998291098145025,77.55304338836424,12.998,77.553,593,543,438.100625,0.7387868887015177,0.38954468802698144,1.0,98,Malleshwaram,BTP008 - Navarang Theatre,SCOOTER,6.051020408163265,73.95479051950923,9.713500784929357,100.0,38.954468802698145,7.934426300030973,73.95479051950923,67.78501813239768,7.934426300030973,100.0,51.69918091430895,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
68,"12.997,77.548",12.997436129072165,77.54792607958764,12.997,77.548,485,427,429.863125,0.8863157216494846,0.4618556701030928,1.0,85,Vijayanagara,BTP205 - Modi Hospital Junction,SCOOTER,5.705882352941177,71.3483174918848,9.049773755656108,100.0,46.18556701030928,10.945218809173154,71.3483174918848,69.8324262945211,10.945218809173154,100.0,51.514849017616186,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
69,"12.964,77.576",12.964237460314962,77.57621695181102,12.964,77.576,635,560,703.8318750000001,1.1083966535433072,0.2188976377952756,1.0,95,City Market,BTP082 - KR Market Junction,SCOOTER,6.684210526315789,74.84217602582285,10.931174089068826,100.0,21.88976377952756,15.477482725373616,74.84217602582285,67.49608394640411,15.477482725373616,100.0,51.40638858308647,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
70,"12.928,77.581",12.928070789423078,77.58079279591347,12.928,77.581,416,294,335.0,0.8052884615384616,0.43990384615384615,1.0,53,Jayanagara,"BTP189 - New Diagonal Road, Jayanagar",SCOOTER,7.849056603773585,69.35944009210321,13.171262699564586,100.0,43.99038461538461,9.29160125588697,69.35944009210321,66.1912999921224,9.29160125588697,100.0,51.36479029885959,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
71,"12.965,77.574",12.96486788423557,77.57389028437338,12.965,77.574,531,498,770.605625,1.4512346986817326,0.15630885122410546,1.0,67,City Market,"BTP083 - AS Char Street, Mysore Road",CAR,7.925373134328358,72.52295854740287,13.318025258323765,100.0,15.630885122410545,22.474177524116993,72.52295854740287,66.31641866662622,22.474177524116993,100.0,51.14919599819484,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
72,"12.973,77.578",12.97315575503173,77.5780115385801,12.973,77.578,532,458,458.93625000000003,0.8626621240601504,0.37593984962406013,1.0,96,Upparpet,BTP044 - Sagar Theatre Junction,SCOOTER,5.541666666666667,72.54735068126993,8.73397435897436,100.0,37.59398496240601,10.462492327758172,72.54735068126993,67.89224051642152,10.462492327758172,100.0,51.00808159126798,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
73,"12.998,77.55",12.997628180504476,77.54983185112239,12.998,77.55,559,486,494.176875,0.884037343470483,0.3595706618962433,1.0,107,Vijayanagara,BTP027 - Modi Bridge Junction,SCOOTER,5.224299065420561,73.18919727255027,8.123652048885694,100.0,35.95706618962433,10.89872129531598,73.18919727255027,68.21941557065968,10.89872129531598,100.0,50.992170669735565,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
74,"12.945,77.571",12.945159642221752,77.5711444389322,12.945,77.571,554,505,435.76,0.7865703971119133,0.35018050541516244,1.0,104,Basavanagudi,BTP108 - Tagore Park Junction,SCOOTER,5.326923076923077,73.07270494490925,8.321005917159763,100.0,35.018050541516246,8.909599941059456,73.07270494490925,66.48589493383051,8.909599941059456,100.0,50.702098505511216,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
75,"12.936,77.616",12.936205989512196,77.61600607634146,12.936,77.616,410,394,342.87125,0.8362713414634145,0.44878048780487806,1.0,65,Adugodi,BTP135 - UCO Bank Junction,SCOOTER,6.3076923076923075,69.17119321063252,10.207100591715976,100.0,44.87804878048781,9.923904927824786,69.17119321063252,66.73423948741276,9.923904927824786,100.0,50.70044780301326,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
76,"13.008,77.554",13.008305926465027,77.55443590359168,13.008,77.554,529,508,661.0225,1.249569943289225,0.2665406427221172,1.0,95,Malleshwaram,"BTP001 - 10th Cross, Dr. Rajkumar Road",CAR,5.568421052631579,72.47403642754469,8.785425101214575,100.0,26.65406427221172,18.358570271208674,72.47403642754469,68.42329795195829,18.358570271208674,100.0,50.68723430066356,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
77,"12.943,77.571",12.943081131364083,77.57109295724946,12.943,77.571,658,583,438.751875,0.6667961626139818,0.21428571428571427,1.0,98,Basavanagudi,BTP108 - Tagore Park Junction,SCOOTER,6.714285714285714,75.30360303652137,10.989010989010989,100.0,21.428571428571427,6.465227808448608,75.30360303652137,62.28839171148528,6.465227808448608,100.0,50.658073885563304,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
78,"12.978,77.576",12.977727338568588,77.57586426341949,12.978,77.576,503,452,409.98,0.8150695825049702,0.40556660039761433,1.0,102,Upparpet,BTP040 - Elite Junction,SCOOTER,4.931372549019608,71.82068982004822,7.560331825037708,100.0,40.55666003976143,9.491215969489188,71.82068982004822,67.51484109638135,9.491215969489188,100.0,50.623146485203776,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
79,"12.954,77.543",12.953692108021928,77.54299906051935,12.954,77.543,479,461,505.38875,1.0550913361169103,0.36325678496868474,1.0,92,Byatarayanapura,"BTP095 - Satellite Bus Stand, Mysore Road",SCOOTER,5.206521739130435,71.18696377136872,8.089464882943144,100.0,36.32567849686848,14.38961910442674,71.18696377136872,68.59463017698961,14.38961910442674,100.0,50.568681489412796,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
80,"12.983,77.607",12.982819514897958,77.60711059285714,12.983,77.607,490,437,287.4475,0.5866275510204082,0.363265306122449,1.0,72,Shivajinagar,BTP051 - Safina Plaza Junction,SCOOTER,6.805555555555555,71.4812644812919,11.164529914529913,100.0,36.3265306122449,4.829133694294045,71.4812644812919,62.13528130824496,4.829133694294045,100.0,50.49920470180313,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
81,"12.965,77.577",12.96467524712067,77.57695340661058,12.965,77.577,552,518,424.90875,0.7697622282608696,0.32608695652173914,1.0,103,City Market,BTP082 - KR Market Junction,SCOOTER,5.359223300970874,73.0258138922962,8.383121732636296,100.0,32.608695652173914,8.566576086956522,73.0258138922962,65.44480352767705,8.566576086956522,100.0,50.423633163990594,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
82,"13.001,77.55",13.000977658201057,77.55022320687831,13.001,77.55,378,338,431.44125,1.1413789682539683,0.49206349206349204,1.0,86,Malleshwaram,"BTP026 - 1st Block Junction, Rajajinagar",CAR,4.395348837209302,68.11835932150674,6.529516994633274,100.0,49.2063492063492,16.1505911888565,68.11835932150674,70.82400590195368,16.1505911888565,100.0,50.41541701678158,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
83,"12.965,77.575",12.964830469582546,77.57504988104668,12.965,77.575,571,540,603.274375,1.0565225481611207,0.11208406304728546,1.0,79,City Market,"BTP083 - AS Char Street, Mysore Road",CAR,7.227848101265823,73.46458866559905,11.976630963972736,100.0,11.208406304728546,14.418827513492257,73.46458866559905,62.30821271974647,14.418827513492257,100.0,49.94271658905489,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Medium,Warning drive + repeat-offender monitoring
